name,anime_id,type,episodes,rating,members
Little Polar Bear: Shirokuma-kun  Fune ni Noru,25029,OVA,1,5.78,109
Little Twins,28097,OVA,3,6.00,62
Little Twins: Bokura no Natsu ga Tondeiku,28099,Movie,1,6.71,61
Liv &amp; Bell,29421,Special,3,6.50,42
Lolling Seutajeu,17102,TV,26,5.60,84
Lolling Seutajeu (Movie),17104,Movie,1,6.00,63
Long Zai Na Li,32823,Movie,1,7.50,40
Lord of Vermillion III Special Anime Movie,31493,Special,1,5.39,112
Love Will Find the Way Back Home,32844,Music,1,4.89,72
Lovely Movie: Itoshi no Muco Season 2,23901,TV,22,5.58,293
Lovely Movie: Itoshi no Muco Specials,23899,Special,3,4.67,166
Lulin Da Maoxian,31205,Movie,1,6.50,46
Luo Xiao Hei Zhan Ji,33443,ONA,Unknown,7.40,73
Lupin Shanshei Pilot,31984,Special,1,5.50,171
Ma Shen,33755,ONA,Unknown,6.00,306
Maabou no Shounen Koukuu Tsuwamono,7500,Movie,1,5.88,110
Mabeob Chunjamun: Daemawangui Buhwaleul Magala,30055,Movie,1,4.60,41
Mabeobsaui Adeul Koli,30057,TV,13,4.20,44
Maboroshi Mabo-chan,27965,TV,24,6.00,52
Mach Girl,4905,TV,26,5.47,222
Machi Ichiban no Kechinbou,19971,Special,1,5.61,117
Machine Robo: Butchigiri Battle Hackers,16131,TV,31,6.22,239
Machine Robo: Leina  The Legend of Wolf Blade,6577,OVA,3,6.25,248
Made in Japan,30673,Movie,1,4.43,46
Madou King Granzort: Nonstop Rabi,30873,Special,1,6.71,69
Maegami Tarou,3828,Special,1,6.08,105
Maemilggot  Unsu Joeun Nal  Geurigo Bombom,31463,Movie,1,5.50,67
Magical Hat,15915,TV,33,5.30,140
Magical Music Train,33907,Music,1,3.53,61
Magical Puuta no Hi Asobi wa Abunai yo,28559,OVA,1,6.20,41
Magical Suite Prism Nana,15407,OVA,7,7.93,6797
Magical★Taruruuto-kun Movie,22827,Movie,1,6.00,77
Magical★Taruruuto-kun: Moeru! Yuujou no Mahou Taisen,22981,Movie,1,6.60,91
Magical★Taruruuto-kun: Sukisuki Takoyaki!,22979,Movie,1,6.50,86
Mahjong Hishouden: Naki no Ryuu,5151,OVA,3,6.39,344
Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special,23129,Music,1,5.49,147
Mahou no Princess Minky Momo: Yume wo Dakishimete Specials,30298,Special,3,6.00,95
Mahou no Star Magical Emi: Finale! Finale!,33358,OVA,1,6.00,107
Mahou no Tenshi Creamy Mami no Otogibanashi,32257,Special,1,5.05,97
Mahou no Tenshi Creamy Mami: Perfect Memory,32259,OVA,1,5.00,95
Mahou no Yousei Persia Pilot,22239,Special,1,5.09,151
Mahoutsukai Haley no Speed Story,8495,Movie,1,6.06,256
Mahoutsukai Precure! Movie,33183,Movie,1,7.71,514
Maji,20499,OVA,3,6.17,109
Majin Sentai Death Ranger: Ubawareta Pudding!,30094,ONA,1,3.79,111
Majo Demo Steady,8889,OVA,1,5.45,177
Mak Dau BoloYao WongZi,9818,Movie,1,7.18,102
Mak Dau Dang Dang Ban wo Xin,30051,Movie,1,6.11,56
Mak Dau Goo Si,9817,Movie,1,7.02,136
Mak Dau wo He wo Mama,30052,Movie,1,6.25,56
Mak Dau Xiang Dang Dang,9819,Movie,1,6.81,103
Makehen de! Roku-nen San-kumi no Hanshin Daishinsai,28577,OVA,1,8.00,37
Makeruna! Senta: Sayonara Ijime Mushi,31008,OVA,1,6.00,35
Makiba no Shoujo Katori Specials,25073,Special,2,6.50,85
Makkuro na Obentou,20229,Movie,1,7.67,103
Mako-chan no Koutsuu Anzen,32224,Movie,1,3.77,39
Makoto-chan,8372,Movie,1,5.41,160
Maku,28989,Movie,1,6.18,86
Malay Oki Kaisen,29782,Movie,1,4.21,85
Malta no Bouken,30906,TV,12,5.33,34
Mama Ohanashi Kikasete,26087,TV,15,7.40,59
Mameshi-Pamyu-Pamyu,33551,Special,9,5.26,110
Mameshiba Bangai-hen,33552,Special,4,5.62,117
Mameshiba Gakuen,33542,Special,Unknown,5.13,146
Mameshiba the DVD Green Pea-shiba no Kutsujoku,33705,OVA,4,5.50,111
Mameshiba x Gaist Crusher Collab CM,33547,Special,1,5.08,128
Mameushi-kun,12185,TV,52,6.56,72
Mameushi-kun no Koutsuu Anzen,30930,OVA,1,6.00,35
Mamimume★Mogacho,11525,TV,13,6.55,95
Manabu no Natsuyasumi,24019,OVA,1,4.75,93
Mandalaya no Ryouta: Kukidani Onsen Enshou Soudou Tan,16994,OVA,2,5.06,80
Manga Aesop Monogatari,23763,Movie,1,5.87,81
Manga Aesop Monogatari (TV),3180,TV,52,6.50,175
Manga Doushite Monogatari,10136,TV,100,6.67,140
Manga Doushite Monogatari OVA,30139,OVA,2,5.44,49
Manga Hajimete Monogatari,10135,TV,305,6.36,169
Manga Hajimete Monogatari OVA,30107,OVA,1,5.80,52
Manga Hajimete Omoshiro Juku,10138,TV,110,6.68,162
Manga Hajimete Omoshiro Juku OVA,30312,OVA,4,6.11,48
Manga Hana no Kakarichou,20241,Movie,1,7.33,56
Manga Ijin Monogatari,20183,TV,46,6.87,141
Manga Jinbutsushi,23001,TV,365,6.91,71
Manga Kodomo Bunko,20231,TV,51,6.14,84
Manga Kotowaja Jiten,33300,TV,88,6.50,37
Manga Mitokoumon,11829,TV,46,7.15,169
Manga Naruhodo Monogatari,10137,TV,102,6.74,115
Manga Naruhodo Monogatari OVA,30198,OVA,5,6.67,50
Manga Nihon Emaki,9856,TV,46,6.17,122
Manga Nihon Keizai Nyuumon,10709,TV,25,6.67,86
Manga Nihonshi,11245,TV,52,6.20,114
Manga Nihonshi (NHK Han),22509,TV,40,7.55,188
Manga Nippon Mukashibanashi,10282,TV,12,5.95,174
Manga Nippon Mukashibanashi (Movie),10285,Movie,1,6.05,110
Manzai Taikouki,24683,Movie,1,5.14,53
MapleStory Special,28237,Special,1,5.46,152
Marin to Yamato: Fushigi na Nichiyoubi,5987,OVA,1,5.69,137
Marin X,16784,Movie,1,4.08,76
Marine Snow no Densetsu,6942,Special,1,6.32,184
Mars,10648,OVA,2,6.00,183
Marude Dameo,19873,TV,47,6.20,73
Marude Sekai,29963,Music,1,3.93,79
Mashin Eiyuuden Wataru: Soukaizan Eiyuu Densetsu,16590,OVA,1,7.00,115
Mask Masters,33383,TV,26,8.00,53
Master of Torque 3,32059,ONA,1,4.83,167
Matsubara-kun,30781,ONA,5,4.59,84
Matsubara-kun: Mackie E no Ouen Message,33843,ONA,1,3.38,48
Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,27951,ONA,1,4.95,168
Maya no Isshou,25301,Movie,1,8.75,66
Mayutoro The Toons,10239,TV,33,5.38,76
Maze Maze Wien,29719,Movie,1,5.90,59
Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,8442,Movie,1,6.22,381
McDull and Chinese Culture,9821,TV,5,6.79,90
McDull  the Alumni,9820,Movie,1,6.38,83
Me wo Samase Toragorou,11711,Special,1,5.67,69
Mebae no Ashita,26221,OVA,1,8.33,45
Mebuki,31009,OVA,1,7.00,34
Mecha Robot Corps 3,16834,Movie,1,4.31,82
Mecha☆Afro-kun,9334,OVA,1,6.25,183
Mechakko Dotakon,6727,TV,28,6.36,125
Mechano: Scientific Attack Force,24259,OVA,3,2.55,120
Megumi to Taiyou II: Kajuu Gummi Tweet Mystery - Kieta Sapphire Roman no Nazo,25267,Special,1,4.94,154
Megumi to Taiyou III: Kajuu Gummi Tweet Fantasy - Timeline World,25491,Special,1,4.94,128
Megumi to Taiyou: Kajuu Gummi Tweet Love Story,25265,Special,1,5.36,232
Meiji Ishin wo Tsukuriageta Hitobito,26271,OVA,1,5.00,52
Meiji Tokyo Renka Movie: Hanakagami no Fantasia,33087,Movie,1,6.22,766
Meiken Lassie Specials,25085,Special,2,6.38,69
Meikyoku to Dai Sakkyokka Monogatari,33079,OVA,9,7.25,44
Meimon! Daisan Yakyuubu,4121,TV,40,6.44,214
Meisaku World,30027,TV,39,8.00,42
Meitantei Hangyodon: Kaitou Ruzu Arawaruno-kan,19705,OVA,1,4.05,67
Meitantei Rascal,21447,TV,12,5.52,162
Mellow,27559,OVA,1,6.23,122
Meoteoldosa,18311,Movie,1,5.89,71
Meoteoldosawa 108 Yogoe,18331,Movie,1,5.44,67
Meoteoldosawa Ttomae,18329,Movie,1,5.38,66
Michi,7616,Movie,4,8.00,187
Michitekuru Toki no Mukou ni,16586,Special,1,6.90,126
Microid S,3846,TV,26,6.08,160
Midnight Horror School,7751,TV,52,6.90,328
Midori no Makibao Compilation OVA,30723,OVA,1,5.56,50
Midoriyama Koukou Koushien-hen,5994,OVA,10,7.26,138
Midoriyama Koukou Koushien-hen (Movie),8522,Movie,1,6.08,93
Mienu Me ni Kanjita Kumotoriyama no Asahi,26259,OVA,1,9.00,47
Mii-chan no Tenohira,27579,Movie,1,8.33,51
Miira no Yume,31268,Movie,1,2.97,98
Miitsuketa!,26107,OVA,1,7.67,48
Mikan Enikki Specials,25661,Special,2,7.00,116
Mikeneko Holmes no Yuurei Joushu,12259,OVA,1,6.53,105
Mikosuri Han-Gekijou,20453,OVA,1,5.43,60
Mikuni no Tame Ni,29557,Movie,1,4.14,96
Milk House Dreaming: Ai no Shiki,19597,OVA,1,4.81,122
Milky Passion: Dougenzaka - Ai no Shiro,16954,OVA,1,5.47,196
Mim Mam Mint,32402,TV,Unknown,4.10,228
Mimizu Monogatari,31582,Movie,1,3.39,139
Mimizuku to Tsuki-sama,26319,OVA,1,5.80,43
Mina no Bousai Mura Dzukuri,26255,OVA,1,5.00,40
Mina no Egao,26247,OVA,1,6.22,52
Mina no Mura no Gomi Soudou,26253,OVA,1,5.50,40
Mina no Mura to Kawa,26249,OVA,1,6.00,42
Mina no Mura to Mori,26251,OVA,1,6.20,43
Minami no Kuni kara Kita Tegami,32475,Music,1,5.80,43
Minami no Niji no Lucy Specials,25071,Special,2,7.60,93
Minamo,29767,Movie,1,4.04,106
Minamoto no Yoritomo to Bushi no Yononaka,26277,OVA,1,7.67,49
Mini Moni Yaru no da Pyon!,7452,TV,66,4.78,146
Mini Van 2nd Season,31410,TV,26,6.10,373
Mini Yon Soldier Rin!,18275,OVA,1,4.80,63
Minna de Bokumetsu Inshu Unten,34122,Special,1,4.56,48
Minna de Tonda,30759,OVA,1,7.67,38
Minna Ichiban!,26325,OVA,1,6.00,41
Minna no Doutoku,26337,OVA,6,8.67,41
Minna Tomodachi,23729,OVA,1,5.00,41
Miracle Giants Doumu-kun Special,25051,Special,1,5.55,73
Miracle Psychicer Seizan,16021,OVA,5,7.12,97
Miracle! Mimika,5374,TV,225,5.28,145
Miraesonyeon Kunta Beomyuda 5000 Nyeon,16800,Movie,1,3.17,82
Mirai e no Kakehashi: Bridge for Future,32251,ONA,6,5.18,282
Mirai e no Niji: Boku no Ojisan wa  Hansen-byou,29365,OVA,1,8.50,45
Mirai Kara Kita Shounen Super Jetter,16159,TV,52,5.43,108
Mirai Kara no Message,31001,OVA,1,7.75,38
Mirai ni Mukete: Bousai wo Kangaeru,33980,Movie,1,9.00,77
Mister Ajikko Special,25053,Special,1,6.82,119
Mitsuami no Kamisama,32461,Movie,1,7.16,465
Mizu no Tane,4096,Movie,1,5.07,144
Mizuki Shigeru no Toono Monogatari,8243,Movie,1,7.67,143
Mo fa a ma,10149,Movie,1,6.18,124
Mo Jing Lieren,33602,ONA,26,7.50,49
Mo Jing Lieren 2nd Season,33603,ONA,26,7.00,37
Mo Jing Lieren 3rd Season,33604,ONA,Unknown,7.25,58
Mobile Suit Gakuen: G-Reco Koushien,34519,Special,9,5.67,94
Mobile Suit Gundam-san (ONA),33225,ONA,15,6.19,217
Mobile Suit Gundam-san: Bouya Dakara sa,32158,Special,1,5.57,197
Mobile Suit Gundam-san: Hiyoko day&#039;s Ichisuisei Hiyoko to Fushigi na Ofuda,33228,Special,1,5.64,222
Mochi Mochi no Ki,29833,Movie,1,4.27,99
Mochi Mochi no Ki (OVA),25605,OVA,1,6.40,56
Moeru! Oniisan,6067,TV,24,7.33,252
Moeru! Oniisan (OVA),11959,OVA,2,5.89,104
Mofu☆Mofu,5241,TV,11,4.67,220
Mogura no Motoro,23005,Movie,1,9.50,62
Momoiro no Crayon,30760,OVA,1,5.06,54
Momon&#039;s Sand Witch,23881,ONA,8,4.82,116
Momon&#039;s Sand Witch Bangai-hen: Tanu no Kyuujitsu,25547,ONA,1,3.78,71
Momon&#039;s Sand Witch Episode 0,23885,ONA,1,5.00,91
Momonga-mon,29387,TV,5,5.80,42
Momotaros no Natsuyasumi,31116,Movie,1,4.08,62
Momotarou,10758,Movie,1,5.57,183
Momotarou (Music),33401,Music,1,3.65,84
Momotarou Densetsu,11533,TV,51,6.35,150
Momotarou no Hi Asobi Yameyou! Hi no Youjin,28553,OVA,1,6.00,39
Momoya x Peeping Life: Go en Desu yo! II,22671,ONA,5,5.15,169
Mon Cheri CoCo,22893,TV,13,6.71,137
Monchhichiisu,31924,TV,20,4.80,39
Money Wars: Nerawareta Waterfront Keikaku,18743,OVA,1,5.05,130
MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu Specials,9797,Special,2,6.08,227
Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special,19479,Special,1,6.20,105
Monkey Turn V,2741,TV,25,7.13,245
Monoshiri Daigaku: Ashita no Calendar,22221,TV,1274,6.80,112
Monpy,30117,TV,18,5.67,35
Monster ni Natta Domerica,24045,ONA,1,4.94,146
Monster Strike The Movie: Hajimari no Basho e,33724,Movie,1,6.75,978
Moom,25541,Movie,1,6.00,100
Mori no Kuma-san,30397,Movie,1,3.96,101
Mori no Ongakudan,31369,ONA,Unknown,4.92,93
Mori no Ongakukai,7529,Movie,1,6.13,105
Mori no Ongakutai,33116,Movie,1,4.69,47
Mori no Ratio,29427,TV,Unknown,5.00,61
Mori no Senshi Bonolon,20173,TV,26,4.57,66
Morizo to Kikkoro,12613,TV,52,5.42,76
Mother Teresa,26281,OVA,1,7.25,52
Moudouken Quill no Isshou,26115,OVA,1,6.20,57
Mouretsu Atarou,20001,TV,90,6.33,80
Mouretsu Atarou (1990),12391,TV,34,7.10,103
Mr. Deniroo in Henteko Mushi,31643,Special,1,4.40,52
Mr. Pen Pen,17603,Special,1,6.13,74
Mr. Pen Pen II,17605,Special,1,5.78,63
Mr. Shape,31638,Special,3,4.71,54
Mr. Shape: High Touch Taisou,31639,ONA,1,4.11,65
Mugen Senki Portriss,2735,TV,52,5.33,161
Mujeokcheorin Rambot,16796,Movie,1,3.36,74
Mukashi Toilet ga Kowakatta!,31878,Music,1,4.92,45
Mukidashi no Koushi,33694,ONA,1,4.00,83
Muku Hatojuu no Meiken Monogatari,30944,OVA,1,7.00,46
Muku no Ki no Hanashi,29895,Movie,1,4.04,84
Music Up,9948,TV,52,6.23,147
Muzumuzu Eighteen,33479,TV,Unknown,3.80,72
My Home,33537,ONA,1,5.14,45
My Melody no Akazukin,14253,Movie,1,5.60,146
My Melody no Akazukin (OVA),30468,OVA,1,5.71,74
Naccio to Pomm,29371,TV,41,4.75,43
Nae Ireumeun Dokgotak,17100,Movie,1,5.00,66
Nagareboshi no Okurimono,23713,OVA,1,6.29,45
Nagasaki 1945: Angelus no Kane,3465,Movie,1,6.61,346
Nagasaki no Kouma,26147,Movie,1,7.33,50
Nagisa,32776,Music,1,3.85,69
Naita Aka Oni,33485,Movie,1,5.08,47
Naita Aka Oni (OVA),26305,OVA,1,5.75,48
Namae... Sore wa Moeru Inochi,26103,OVA,1,8.33,50
Namakemono ga Miteta,19817,OVA,2,6.42,65
Nameko: Sekai no Tomodachi,32876,TV,Unknown,5.60,261
Nana Moon,33583,TV,52,6.00,36
Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari,34309,TV,Unknown,,129
Nanatsu no Hoshi,26335,OVA,1,7.33,102
Nanatsu no Umi no Tico Specials,25083,Special,2,6.78,137
Nanbo no Monjai! 2: Yankee Gurentai,19797,OVA,1,5.00,56
Nanbo no Monjai! Yankee Gurentai,19783,OVA,1,6.00,60
Nanchatte!,8959,ONA,2,4.06,126
Nani ga Dekiru ka na,30398,Movie,1,3.52,101
Nani no Yaku ni Mo Tatanai Karappona Hanashi,33861,ONA,2,3.50,33
Naniwa Kinyuu Den: Minami no Teiou,18631,OVA,2,5.18,87
Naniwa Yuukyouden,9498,OVA,1,6.00,119
Naniwa Yuukyouden: Chou Gokudou! Yoru no Bat wa Manrui-hen,19745,OVA,1,7.29,72
Naniwa Yuukyouden: Kanketsu-hen,19753,OVA,1,6.88,61
Naniwa Yuukyouden: Kyouretsu! Ana ga Attara Iretai-hen,19749,OVA,1,7.14,60
Naniwa Yuukyouden: Nekketsu!! Bakushou Mankai-hen,19729,OVA,1,7.00,88
Naniwabushi Daisuki,24549,Special,1,7.00,49
Nanja Monja Obake,29495,Special,1,5.43,49
Nano Invaders,27943,TV,52,7.08,519
Nanocore,33266,ONA,10,6.17,163
Nanocore 2nd Season,33271,ONA,Unknown,5.33,163
Nanocore: 2016 New Year Special,33272,Music,1,4.93,102
Nanocore: NG Scenes - Nano&#039;s Daily Life,33279,ONA,2,4.50,62
Nanoha,30975,OVA,1,4.50,52
Nansensu Monogatari Dai Ippen: Sarugashima,28695,Movie,1,5.11,126
Nar Doma,29715,TV,26,5.02,2124
Nar Doma Manner Movie,32276,Movie,1,3.67,65
Nar Doma Special,32275,Special,1,8.00,71
Narara Superboard,32136,TV,54,4.83,46
Narara Wondeogongju,16810,Movie,1,3.25,87
Nareuneun Dwaeji - Haejeok Mateo,18315,Movie,1,4.38,60
Nat-chan no Akai Tebukuro,26153,Movie,1,8.00,51
Naze,30209,Music,1,4.27,42
Naze Ikiru: Rennyo Shounin to Yoshizaki Enjou,33130,Movie,1,6.43,507
Nazotoki-hime wa Meitantei♥,15211,OVA,Unknown,5.62,194
Negibouzu no Asatarou,5184,TV,48,7.25,136
Nekketsu Jinmen Inu: Life Is Movie,25253,OVA,3,5.74,256
Neko Enikki,31361,TV,13,6.67,133
Neko Funjatta,24903,Music,1,4.15,79
Neko Hiki no Ororane,5925,OVA,1,6.72,163
Neko Konogoro,33398,TV,Unknown,2.80,186
Neko mo  Onda-ke,32999,TV,12,3.63,234
Neko Neko Nihonshi,32572,TV,Unknown,5.90,612
Neko no Dayan,23555,TV,52,5.38,297
Neko no Dayan: Fushigi Gekijou,33727,TV,Unknown,4.25,90
Neko no Dayan: Nihon e Iku,31562,TV,12,6.50,141
Neko no Kuni no Kenpou,33826,OVA,1,7.33,20
Neko no Sumu Shima,13497,Special,1,5.00,202
Neko Pitcher,23737,TV,51,7.13,308
Neko to Nezumi,24573,Movie,1,5.57,72
Neko wa Ikite Iru,31017,Movie,1,7.33,41
Nekoronde Mite ne.,29851,ONA,14,3.43,54
Nekoronde TV.,29844,TV,12,4.55,46
Nemuranu Machi no Cinderella: Hirose Ryouichi - Memorial Date,30647,ONA,1,5.24,255
Nemurenu Yoru no Chiisana Ohanashi,27843,OVA,3,6.25,53
Neo Faust,30217,Special,1,5.38,138
Nepos Napos,30409,TV,26,7.67,38
New Tokyo Ondo,30864,Movie,1,3.92,84
Nezumi no Yomeiri,23643,Movie,1,4.96,89
Nezumi-kun no Chokki,27849,OVA,4,7.00,44
Nibiki no Neko to Genkina Kazoku,31002,OVA,1,7.00,38
Nidoto Touranai Tabibito,26257,OVA,1,6.00,60
Nihon Meisaku Douwa Series: Akai Tori no Kokoro,20027,TV,26,6.73,133
Nihon Mukashibanashi: Saru Kani,7713,Movie,1,4.88,130
Nihon Mukashibanashi: Warashibe Chouja,22413,Movie,1,6.44,60
Nihon no Otogibanashi,32716,OVA,29,4.67,36
Nihon Omoshiro Mukashibanashi,12181,TV,12,6.67,131
Nihon-ichi no Otoko no Tamashii,8890,TV,16,6.64,359
Nihon-ichi no Otoko no Tamashii 2,8891,TV,16,6.57,187
Niji ni Mukatte,4218,Movie,1,5.70,151
Niji no Kakehashi,31004,OVA,1,8.20,40
Niji no Kanata e! Shoujo Diana Monogatari,12165,Special,1,6.30,136
Niji no Kizuna,26215,OVA,1,6.67,46
Nijuushi no Hitomi,19917,Special,1,6.25,58
Nikoniko  Pun,25059,TV,40,5.88,62
Nine,8953,Special,1,6.71,228
Nine 2: Koibito Sengen,9243,Special,1,6.55,151
Nine 3: Kanketsu-hen,9244,Special,1,6.35,138
Nine: Original Han,9242,Movie,1,6.47,158
Nineko Gelée: Opening Movie,33914,Music,1,4.21,65
Ningen Kakumei,22325,OVA,20,8.00,86
Ningen no Uta,30999,OVA,1,4.50,38
Ningyo no Hanashi,32788,Music,1,4.68,66
Ninja Hattori-kun (2012) Special,30177,Special,1,5.81,86
Ninja Hattori-kun Plus Perman: Chounouryoku Wars,29235,Movie,1,6.04,89
Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,29233,Movie,1,5.76,82
Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki,23647,Movie,1,6.00,108
Ninja Hattori-kun: Nin Nin Ninpo Enikki no Maki,21493,Movie,1,5.88,116
Ninja Negizou,33060,Music,1,5.00,40
Ninja-tai Gatchaman ZIP!,31517,TV,475,5.50,146
Ninjaman Ippei,21491,TV,13,6.56,75
Ninpen Manmaru,9455,TV,30,6.41,134
Ninpuu Kamui Gaiden: Tsukihigai no Maki,30965,Movie,1,5.83,76
Nintama Rantarou no Jishin Youjin Hi no Youjin,28581,OVA,1,6.29,70
Nintama Rantarou no Shouboutai,28583,OVA,1,7.00,74
Nintama Rantarou no Uchuu Daibouken with Cosmic Front☆Next,32773,Special,2,5.75,67
Nintama Rantarou: Dokutake Onsen no Dan,31033,Special,1,6.07,91
Nintama Rantarou: Ninjutsu Gakuen to Nazo no Onna - Kore wa Jiken Da yo! no Dan,31034,Special,1,6.67,104
Nippon Tanjou,22999,TV,5,5.40,62
Nobara,29900,Movie,1,4.59,70
Nobara no Julie,8777,TV,13,5.96,190
Nobunaga-kun no Jitensha no Rule wo Mamoru no Ja,28547,OVA,1,6.25,55
Nobunaga-kun no Minna de Yakusoku Hi no Youjin,28545,OVA,1,5.67,51
Noel no Fushigi na Bouken,9303,Movie,1,5.38,133
Nogiku no Haka,26265,OVA,1,6.80,58
Non-tan to Issho,17601,TV,263,6.84,95
Nonki na Tou-san Ryuuguu Mairi,7495,Movie,1,5.50,105
Noobow,18573,TV,26,6.25,64
Noobow: Kieta Medal,18575,OVA,1,5.80,57
Noobow: Na Kokoro,18577,ONA,52,5.60,60
Norabbits&#039; Minutes,8205,Movie,5,6.13,102
Norakuro,23013,TV,26,6.00,94
Norakuro Compilation OVA,30305,OVA,1,5.50,56
Norakuro Ittouhei,30019,Movie,1,4.44,97
Norakuro Nitouhei,30018,Movie,1,4.65,102
Norakuro-kun,16393,TV,50,7.17,114
Noramimi,3514,TV,12,6.90,406
Noramimi 2,5089,TV,13,6.48,156
Norasco,24773,ONA,Unknown,4.75,93
Norasco (TV),31019,TV,43,5.80,112
Norasco: Cinema Point Card-hen,31020,Movie,10,6.86,57
Nori P-chan,33174,OVA,1,4.10,35
Norimono Atsumare: Hit Song-shuu,32904,OVA,6,4.17,51
Norman the Snowman: Kita no Kuni no Aurora (Kari),20799,Movie,1,7.67,98
Noroma na Jiji,28689,Movie,1,6.67,51
Notari Matsutarou,7836,OVA,10,5.59,270
Notteke Explet&#039;s,29740,TV,26,5.33,38
Nowisee,32633,Music,24,7.64,560
Nude Batter Tetsuo,33283,ONA,1,3.83,106
Nukko.,22585,TV,Unknown,6.40,113
Nunbori,21019,TV,26,6.17,60
Nyamen,22849,TV,12,5.62,414
Nyamen: Tenkai Daiichi Joshi Koukou Bunka Matsuri Tokubetsu Eizou,31166,Special,1,5.35,127
Nyancos: Hello! Our Brilliant Future,33176,OVA,1,3.36,60
Nyancos: Hello! Our Brilliant Future Digest,33422,Special,1,2.91,40
Nyanfuru,24845,TV,Unknown,5.54,159
Nyani ga Nyandaa Nyandaa Kamen,9810,TV,83,6.75,169
Nyanpuku Nyaruma,24403,TV,Unknown,4.00,176
Nyuru Nyuru!! Kakusen-kun,19305,TV,25,5.44,280
Nyuru Nyuru!! Kakusen-kun 2nd Season,30144,TV,13,5.10,152
Nyuuin Bokki Monogatari: Odaijini!,16970,OVA,2,6.53,129
Obaachan no Takaramono,32166,Music,1,4.50,39
Obake Entotsu no Uta,26033,Movie,1,6.00,76
Obake Nagaya,26317,OVA,1,8.33,42
Obake no Q-Tarou: Susume! 1/100 Daisakusen,22991,Movie,1,6.60,61
Obake no Q-Tarou: Tobidase! Bake Bake Daisakusen,22993,Movie,1,5.60,59
Obasuteyama,27573,Movie,1,7.00,57
Obatalian,28101,Special,1,4.75,63
Obocchama-kun,20075,TV,164,6.47,85
Ocha-ken: Hotto Monogatari,34358,TV,13,6.67,29
Ocha-ken: Ryokutto Monogatari,34363,TV,13,8.00,20
Ochou Fujin no Gensou,28143,Movie,1,4.24,156
Oden-kun,9070,TV,156,7.36,118
Odoriko Clinoppe,18469,TV,26,5.75,99
Oedo wa Nemurenai!,14181,OVA,1,6.22,173
Offside,31575,OVA,1,5.50,83
Ogami Matsugorou,19921,OVA,1,6.08,90
Oh! Family,7575,TV,26,6.17,201
Oh! My Konbu,25139,TV,22,6.38,70
Oh! Super Milk-chan Special,18815,Special,1,5.93,178
Ohayo! Spank (Movie),19897,Movie,1,6.57,97
Ohayou! Kokekkou-san,34234,TV,Unknown,2.75,61
Oi! Ryouma,8415,TV,39,6.48,176
Ojamanga Yamada-kun,16530,TV,103,7.77,250
Ojamanga Yamada-kun (Movie),16730,Movie,1,7.09,142
Ojarumaru Yakusoku no Natsu Ojaru to Semira Movie,16480,Movie,1,5.00,94
Ojarumaru: Chitchai Mono no Ookina Chikara,30942,OVA,1,5.17,47
Ojarumaru: Mangetsu Road Kiki Ippatsu - Tama ni wa Maro mo Daibouken,16482,Special,1,5.64,78
Ojarumaru: Wasureta Mori no Hinata,31672,Special,1,3.67,51
Ojiichan ga Kaizoku Datta Koro,13091,Movie,1,4.41,128
Ojiichan ga Nokoshite Kureta Mono: Moetemo Moenai? Moenikui!,31971,OVA,1,5.50,46
Ojiichan no Hanabi,30980,OVA,1,8.00,40
Ojiichan no Komoriuta,32229,Music,1,4.78,37
Ojiichan no Tomato,30997,OVA,1,6.50,37
Ojiichan wa Boku no Hero,30943,OVA,1,8.40,101
Ojisan Kaizou Kouza,23865,Movie,1,6.43,60
Okaachan Gomen ne,26145,Movie,1,9.00,47
Okaasan no Ki,26155,OVA,1,5.00,42
Okaasan no Yasashii te,30978,OVA,1,8.00,38
Okaasan  Nakanaide,26315,OVA,1,8.00,49
Okama Hakusho,10353,OVA,3,5.67,183
Okane wa Mawaru: Kurashi to Kinyuu,19069,OVA,1,5.31,92
Okawari-Boy Starzan S,8799,TV,34,6.90,128
Okon Joururi,4220,Movie,1,6.06,177
Okore!! Nonkuro,30158,Special,1,3.93,52
Okori Jizou,26143,Movie,1,8.33,52
Okoru yo!,32472,Music,1,5.00,37
OL Kaizou Kouza,22275,OVA,1,6.07,107
Omakase Scrappers,17624,TV,39,6.89,81
Omakase! Miracle Cat-dan,29846,TV,32,5.25,240
Omedetou Jesus-sama,26197,OVA,1,5.67,68
Omoi Au Christmas 2011,33888,Special,3,4.67,35
Omoikkiri Kagaku Adventure Sou Nanda!,2742,TV,26,5.68,195
Omusubi Kororin,33343,Movie,1,3.33,41
on-chan  Yume Power Daibouken!,8229,Special,1,5.40,98
Onaka Hime,31057,ONA,3,4.50,175
Onbu Obake,7531,Movie,1,6.08,97
One and Three Four,32763,Music,1,4.51,89
